#Wave		#Intensity
958.820313	153.943558
957.326172	125.497467
955.832031	128.832809
954.337891	145.551453
952.843750	143.865524
951.349609	162.252151
949.853516	105.370544
948.359375	132.118973
946.863281	152.173279
945.369141	153.830780
943.873047	170.534973
942.378906	143.770279
940.882813	128.711777
939.386719	133.713089
937.890625	118.658310
936.394531	130.343628
934.898438	132.000992
933.402344	120.292068
931.906250	96.891670
930.410156	88.529449
928.912109	91.860237
927.416016	88.510185
925.917969	83.490952
924.421875	83.481644
922.923828	90.150032
921.425781	76.785744
919.927734	93.467575
918.429688	96.794502
916.931641	68.415710
915.433594	95.103325
913.935547	83.414063
912.435547	78.399826
910.937500	76.722473
909.437500	81.716164
907.939453	76.703712
906.439453	83.363281
904.939453	70.016426
903.439453	73.341324
901.939453	76.665306
900.439453	88.320496
898.939453	93.307770
897.439453	104.957649
895.937500	84.954636
894.437500	94.936829
892.935547	68.278870
891.433594	68.269775
889.933594	71.590408
888.431641	81.568764
886.929688	89.879898
885.425781	74.889671
883.923828	56.575523
882.421875	78.196518
880.917969	89.830292
879.416016	88.154411
877.912109	73.174477
876.408203	93.117943
874.906250	89.779495
873.402344	86.441925
871.896484	74.794716
870.392578	96.388092
868.888672	96.374023
867.382813	94.698509
865.878906	69.767563
864.373047	81.383423
862.867188	76.389374
861.361328	86.340271
859.855469	92.967834
858.349609	81.334541
856.843750	79.662537
855.337891	82.969131
853.830078	82.956390
852.324219	74.649239
850.816406	84.589355
849.308594	77.942757
847.800781	61.349598
846.292969	87.865349
844.785156	74.590881
843.275391	97.781433
841.767578	81.195381
840.257813	76.212051
838.750000	87.795448
837.240234	94.406303
835.730469	94.391022
834.220703	92.719971
832.710938	110.914726
831.199219	92.689667
829.689453	107.568535
828.177734	91.004509
826.667969	119.113449
825.156250	97.590630
823.644531	125.688988
822.132813	122.360886
820.619141	114.074089
819.107422	109.095947
817.593750	125.604378
816.082031	99.144516
814.568359	99.127625
813.054688	115.629128
811.541016	115.609299
810.027344	99.076637
808.513672	92.455574
806.998047	107.295929
805.484375	72.618477
803.968750	75.906090
802.453125	92.391273
800.937500	94.024643
799.421875	85.761795
797.906250	87.395653
796.390625	89.028893
794.873047	107.145416
793.355469	120.311157
791.839844	110.402893
790.322266	105.440636
788.804688	126.835541
787.285156	116.931244
785.767578	116.910187
784.250000	118.535408
782.730469	131.682175
781.210938	102.035172
779.691406	105.307472
778.171875	125.029823
776.652344	92.110405
775.132813	98.671646
773.611328	103.586212
772.091797	103.567154
770.570313	95.329956
769.048828	116.675453
767.527344	106.795776
766.005859	108.418663
764.482422	123.180115
762.960938	121.515068
761.437500	116.567009
759.914063	118.186684
758.390625	114.882179
756.867188	121.424065
755.343750	109.917320
753.820313	113.177094
752.294922	100.036217
750.771484	126.251328
749.246094	155.735092
747.720703	136.037460
746.195313	116.347260
744.667969	127.793762
743.142578	124.493233
741.615234	106.454124
740.089844	124.445602
738.562500	126.058861
737.035156	116.213768
735.507813	103.099426
733.978516	103.079559
732.451172	98.152069
730.921875	93.226448
729.394531	85.032227
727.865234	106.269691
726.335938	91.537659
724.804688	94.788437
723.275391	89.868103
721.744141	98.018829
720.214844	83.299751
718.683594	93.081535
717.152344	91.430641
715.621094	102.839333
714.089844	84.866623
712.556641	89.745155
711.025391	92.990341
709.492188	96.234222
707.958984	88.061440
706.425781	83.152740
704.892578	112.478561
703.357422	88.009315
701.824219	104.286705
700.289063	101.007751
698.753906	66.782211
697.218750	86.311104
695.683594	79.781219
694.148438	74.881775
692.611328	78.121964
691.076172	92.751366
689.539063	79.717743
688.001953	87.834694
686.464844	84.564682
684.927734	74.792274
683.388672	86.156487
681.851563	61.760220
680.312500	90.996849
678.773438	92.603233
677.234375	81.214630
675.695313	86.070236
674.154297	103.913010
672.615234	105.515457
671.074219	84.395401
669.533203	89.246414
667.992188	97.340134
666.451172	97.320541
664.910156	84.327477
663.369141	84.310478
661.826172	87.535538
660.283203	106.966293
658.740234	97.222450
657.197266	81.002350
655.654297	102.042336
654.109375	105.260490
652.566406	100.382011
651.021484	89.030540
649.476563	122.999123
647.931641	116.501892
646.386719	119.713799
644.841797	109.984985
643.294922	127.750778
641.748047	150.359665
640.201172	137.397629
638.654297	117.976372
637.107422	142.189224
635.560547	158.314957
634.011719	138.901230
632.464844	163.095062
630.916016	140.459290
629.367188	137.202454
627.818359	135.560745
626.267578	132.306213
624.718750	146.797775
623.167969	140.316589
621.619141	135.450531
620.068359	122.525543
618.515625	127.336174
616.964844	124.087219
615.414063	135.340332
613.861328	167.530121
612.308594	120.790398
610.755859	132.037292
609.203125	120.741234
607.650391	141.640869
606.097656	127.128990
604.542969	165.716705
