x;y_raw;y_subtract;y_fit;baseline;bkg;model_0;Peak IV;Peak II;model_3;model_4;Peak I;Peak III;model_7;model_8
237.109;163.5518007894324;9.97117411564834;11.034119985609324;153.58062667378405;0.0;0.05867593698377654;0.004916887257966506;1.5221011427556528;4.451468645111835;4.548637468329213;0.06837295514597908;0.008860038707918929;0.002012577419244322;0.3690743338977395
238.736;171.2408436691659;17.492464568029792;12.293558134015703;153.74837910113612;0.0;0.060522128640794315;0.004952751020975259;1.5400138907805656;4.672002331360888;5.559743215553211;0.06990287101596533;0.008936099577820825;0.002028489963394228;0.37545635610208944
240.363;165.34753690941398;11.43140538092578;13.889378422571417;153.9161315284882;0.0;0.0624568395914243;0.004989008598331126;1.5582416182497105;4.909081809743587;6.890063060237991;0.07148465886085885;0.009013144030360241;0.002044591972447243;0.382003691286705
241.99;168.812326062626;14.728442106785748;15.929522530428219;154.08388395584026;0.0;0.06448582026539998;0.005025665776994263;1.5767916781460767;5.164375952196976;8.6458486124338;0.07312068767721504;0.009091189096507605;0.002060886466176052;0.3887220383690729
243.617;167.14425509424106;12.89261871104875;18.524674978042373;154.2516363831923;0.0;0.06661529571460406;0.005062728450611401;1.5956716369644643;5.439765376870248;10.935881507014662;0.07481346309924425;0.00917025217742433;0.002077376524755731;0.395617341226363
245.242;175.7462561590727;21.327073559256462;21.71034224563066;154.41918259981622;0.0;0.06884919514143736;0.00510015630142737;1.6148654481466551;5.736994368604767;13.793938350354548;0.07656344548867834;0.009250251948873245;0.00209404465216415;0.4026869849921069
246.867;180.12145012878446;25.534721312344324;25.27899218014611;154.58672881644014;0.0;0.07119736922359664;0.0051380007304247894;1.634404102250914;6.0587865703377215;17.00970265788215;0.07837547825492723;0.0093313030748696;0.002110914191762316;0.4099457841997434
248.492;183.5917695498337;28.837494516769695;28.52096287990771;154.75427503306403;0.0;0.0736677467099467;0.005176267942619398;1.654295821053272;6.407865428669119;19.870763206068006;0.08025252622068794;0.009413424057382472;0.002127988401665486;0.417400470785015
250.117;187.9703025400203;33.04848129033234;30.29311567530879;154.92182124968795;0.0;0.07626895607488905;0.005214964258987737;1.6745490700455634;6.78733301863454;21.23085195347312;0.08219773318956984;0.009496633807146401;0.0021452706061354616;0.4250580752188377
251.742;187.51314823086435;32.423780764552475;29.868109570851338;155.08936746631187;0.0;0.0790104009447751;0.005254096119077371;1.6951725670507047;7.2007331056767985;20.359055307828672;0.08421443505232952;0.009580951654545587;0.002162764197198614;0.43292594232723836
253.367;181.31032533650668;26.05341165357092;27.732715213766905;155.25691368293576;0.0;0.08190234518249946;0.005293670083685932;1.7161752911906654;7.652126348654392;17.73805276654961;0.08630617402502525;0.009666397360837718;0.0021804726363102785;0.4410117480838773
254.99;176.31449084199593;20.890237153164417;25.046169412140358;155.42425368883153;0.0;0.08495214640249417;0.00533364330022266;1.7375399219497372;8.145543846966516;14.52306145448318;0.08847399265120696;0.009752883838740517;0.002198377256597314;0.44931314529166577
256.613;176.15689701542607;20.565303320698764;22.652506273749356;155.5915936947273;0.0;0.0881755088526445;0.005374070988439012;1.7593015686764255;8.686878843703651;11.552146523957585;0.09072440627829624;0.009840536136516335;0.002216503312450505;0.45784831184335023
258.236;175.39395841807737;19.63502471745434;20.865080191706024;155.75893370062303;0.0;0.09158585526587348;0.005414960063836429;1.7814700152117628;9.282333570157922;9.132423907258149;0.09306165841368677;0.00992937530019032;0.002234854470373803;0.46662599556423223
259.859;176.7491372795471;20.822863573028325;19.691304304582985;155.9262737065188;0.0;0.09519793139683468;0.005456317573953798;1.8040553449287222;9.939106216960715;7.264070016492413;0.09549026820987142;0.010019422852815395;0.0022534344730717006;0.47565535169458684
261.482;171.44532724948118;15.35171353706662;19.03856441780862;156.09361371241457;0.0;0.09902796563473076;0.0054981507014041685;1.827067951657633;10.665579122930595;5.846047261206255;0.09801505219858274;0.010110700807504909;0.002272247141357516;0.4849459655305564
263.104;178.85544226835816;22.594591655411943;18.807645238728046;156.26085061294623;0.0;0.10309126980537549;0.005540440544036366;1.8505039650515211;11.47102341907195;4.769850288355707;0.10063949769826262;0.010203174278187583;0.0022912845654185837;0.49450189935758493
264.727;174.45827450367668;18.030083884834678;18.92048799656599;156.428190618842;0.0;0.10741261140394791;0.005583246705481714;1.8744033263932236;12.367908880804103;3.944854604317766;0.10337232264184276;0.010296980310900298;0.0023105742001784282;0.5043454497885442
266.348;174.29953290399447;17.704208489984893;19.323481889232497;156.59532441400958;0.0;0.11200559413695899;0.005626497196684436;1.8987328118026698;13.367966007166514;3.3057455439434946;0.10621422263505582;0.010391967840638146;0.0023300842250161785;0.5144691602854627
267.969;181.411213768669;24.648755559491793;19.98439008163102;156.7624582091772;0.0;0.11689956445086692;0.005670252189877092;1.9235333041084737;14.488117887674505;2.8032597084802;0.10917474201589014;0.01048827569582094;0.0023498423994573327;0.524896504615924
269.59;177.01171975306056;20.082127748715767;20.88754188843007;156.92959200434478;0.0;0.12212140468968849;0.005714519561976765;1.9488168845253984;15.747149243330178;2.402883924975936;0.11226056330912902;0.010585928458000401;0.002369852949627049;0.5356395666301406
271.211;180.18689189095107;23.09016609143866;22.030440742901398;157.0967257995124;0.0;0.1277010664587083;0.005759307344230057;1.9745960188245755;17.16734204065262;2.079777365050615;0.11547884545036408;0.010684951283415522;0.0023901201919994397;0.5467110276448663
272.83;186.3943181505727;29.13066476662085;23.419724012410988;157.26365338395186;0.0;0.13366437790985833;0.005804567485115394;2.0008508194841923;18.773066493671138;1.816198950163679;0.11883303174680901;0.010785245151271886;0.0024106230450110402;0.5581099037539126
274.451;183.50877530081854;26.07798812169909;25.07713755526467;157.43078717911945;0.0;0.14006348413702788;0.005850420149342214;2.027659418517417;20.59976237562497;1.5982653887366192;0.1223396401960921;0.010887084180973968;0.0024314166637950576;0.5698783270584322
276.07;191.8421755380228;34.24446077446386;27.026225571337655;157.5977147635589;0.0;0.1469245194546018;0.005896760683842225;2.0549693349376885;22.680297972014046;1.4166935274117636;0.12599884655913615;0.010990243980047412;0.002452454327113819;0.5820019119694204
277.689;195.02248511781232;37.25784276981394;29.30589366936512;157.76464234799838;0.0;0.15430224676905638;0.005943653982941729;2.0828274241568083;25.061112840391434;1.2638041458467377;0.12982436966941696;0.011094876835494195;0.0024737662099740504;0.594510345503257
279.309;197.59733636798734;39.66566333018545;31.96475858808915;157.9316730378019;0.0;0.16225496984501897;0.005991138359569959;2.1112659824479763;27.796396432468196;1.1338967541693925;0.13382895031848044;0.011201076949486669;0.0024953705220339805;0.6074279130089961
280.926;194.71106927576142;36.612674864248234;35.05258658098466;158.0983944115132;0.0;0.17082212596902357;0.006039104515361377;2.1402287667455173;30.939998355751495;1.0229200663295444;0.13801336066513625;0.011308608121726528;0.002517218285249149;0.6207389746016058
282.545;201.23216704704228;42.96684505108965;38.646032542937355;158.26532199595263;0.0;0.18009797165557132;0.006087709416847653;2.1698203290694615;34.57202837398337;0.9271365024430833;0.14240223153248652;0.011417830962911775;0.00253938178802809;0.6345022120855954
284.162;200.77376066591194;42.341717296247985;42.813227714067075;158.43204336966394;0.0;0.1901373209621232;0.00613684232247047;2.1999835764805242;38.76305136047968;0.8441283371786276;0.14699751308900882;0.011528505806203182;0.0025618113676992744;0.6487024463807366
285.781;221.5681889019864;62.969217947883024;47.64850128182863;158.59897095410338;0.0;0.20105402938764047;0.006186634322937467;2.2308097062264904;43.60943014700167;0.7715761567892242;0.15182443150427544;0.011640937401864714;0.0025845677261954916;0.6633946714683411
287.398;223.84660083235235;65.08090850453765;53.22424573923923;158.7656923278147;0.0;0.2129231152828545;0.006236972127232376;2.26223967019902;49.18506820029724;0.7079657645286057;0.15688604267811987;0.01175487964746835;0.002607599965294984;0.678563494513395
289.014;226.4295664236653;67.49725582750338;59.613834888633555;158.93231059616193;0.0;0.22586651625804938;0.006287895085769859;2.2943087820297015;55.564565217753476;0.651865169622279;0.1622010210333751;0.011870430819503727;0.0026309269178316505;0.6942389291135685
290.631;238.43120597655968;79.33217400668649;66.86257341026561;159.0990319698732;0.0;0.2400359458940252;0.006339476336804752;2.327074999630245;62.794134643547345;0.602088843862013;0.16779354889780376;0.01198776713417379;0.002654583011782608;0.7104636019514211
292.248;242.53724058443908;83.27148724085457;74.93347548097002;159.26575334358452;0.0;0.2555814626489464;0.006391694888702619;2.3605375888768587;70.83749126378925;0.5577559904248361;0.1736795638661185;0.01210685165923525;0.002678559594710123;0.727252505221358
293.863;235.09599103042274;75.66372252385507;83.65976954015863;159.43226850656765;0.0;0.2726649467081872;0.006444495490541694;2.394673383088506;79.52842095004965;0.5181536545060301;0.1798720339028791;0.012227568681125312;0.0027028322187443916;0.7446096755129574
295.479;237.98693215729088;78.388045382376;92.71799208951836;159.5988867749149;0.0;0.2915321131630373;0.0064979863606450874;2.429565321712026;88.54374732486181;0.482572753649435;0.18640483762057786;0.012350176484541418;0.002727451604715385;0.7625941240615729
297.094;246.95952160536444;87.19411966746644;101.52343584044232;159.76540193789802;0.0;0.3124133308684475;0.006552112247123122;2.465191098552984;97.29901639708844;0.45052889876514507;0.19329460841411547;0.01247455988390416;0.0027523933474286185;0.7812124412747339
298.709;245.59646779324305;85.66455069236186;109.27444828772174;159.93191710088118;0.0;0.3356203474197092;0.006606917219190713;2.501593675209648;104.992616786068;0.4215536973238587;0.2005722931731925;0.01260083164742972;0.0027776787788779188;0.800506060881829
300.324;248.79490877559476;88.69647651173047;115.03334053101273;160.0984322638643;0.0;0.3615117221466566;0.006662412684393447;2.5387954148775758;110.68679405259684;0.3952698564850806;0.20826746900976184;0.012729030190130265;0.0028033142425645066;0.8205072587797316
301.939;284.5460496053807;124.2811021785332;117.95626213485676;160.26494742684747;0.0;0.39051784603148065;0.006718610290816694;2.576819476406528;113.53749891969267;0.37135599438728883;0.21641257647999868;0.012859194908742868;0.0028293062290170204;0.841250210430222
303.553;313.0084187105498;152.57705922608326;117.57157819900546;160.43135948446653;0.0;0.4231374614874771;0.006775486470372053;2.6156655125371278;113.07280755202706;0.3495499542332793;0.2250377553251028;0.012991283742829002;0.0028556449471622202;0.862757548235044
305.166;297.6572567694762;137.05958833275466;113.96509773263385;160.59766843672153;0.0;0.4599954425045429;0.006833052011208992;2.655356734731163;109.37804552524452;0.32961198706862976;0.23418122106129863;0.013125334303306794;0.0028823365008340835;0.8850660992083463
306.779;276.8208698402329;116.05689245125636;107.73639070171102;160.7639773889765;0.0;0.5018853752591707;0.006891354291314654;2.6959426036882586;103.05205526729456;0.3113244779919278;0.2438912530909042;0.013261470173635796;0.002909404026741408;0.9082294958944959
308.393;263.58751538617287;102.6571259395773;99.77508789460106;160.9303894465956;0.0;0.5497980062856467;0.006950442781122887;2.737475735440717;94.98349800796578;0.29450098568802346;0.2542220501502153;0.013399821214883192;0.0029368717577964534;0.9323059733168725
310.006;246.08563143340956;84.988933034559;91.00902339413751;161.09669839885058;0.0;0.6048733343766136;0.007010257164581251;2.7799322455547104;86.09916895412289;0.2790087021415291;0.2652135196196822;0.013540260623057208;0.0029647129233345186;0.9573114076111361
311.619;232.2317255558164;70.96871820471081;82.1811362022572;161.26300735110559;0.0;0.6686532645056048;0.0070708469940136505;2.8233661640328407;77.140428186748;0.26470260412141144;0.27693029577244194;0.013682919239740783;0.0029929518576889457;0.9833089689854686
313.23;222.94170213302795;61.512592040395546;73.80806679629926;161.4291100926324;0.0;0.7429724898597612;0.007132149132099476;2.867751398539316;68.62214331457737;0.25148087770122346;0.2894212923480959;0.013827662944548704;0.003021560403115813;1.0103160507937232
314.842;216.99962062275202;55.40430468322868;66.15773089857173;161.59531593952335;0.0;0.8304564850217581;0.0071942907275526855;2.913200355499373;60.809421745843835;0.23921468150444036;0.30278120895887783;0.013974807316349416;0.003050599236880532;1.0384367244626707
316.453;221.41686548779927;59.6554468067491;59.358581384251345;161.76141868105017;0.0;0.9342687526430183;0.007257208692536959;2.9596884559678838;53.82756620337383;0.22782824388324663;0.3170739593208752;0.014124219173369366;0.003080040289432554;1.067694300907158
318.064;208.15635389457185;46.22883247199482;53.41963034456467;161.92752142257703;0.0;1.0588163155332768;0.007320955637760384;3.0072765655529454;47.68103198266498;0.21723317955834268;0.33239758085687976;0.014276039754776626;0.0031099095937669177;1.0981678154119445
319.676;208.30543138215168;46.21170411268375;48.29432241967265;162.09372726946793;0.0;1.2101096724695783;0.007385586548642176;3.0560295397208215;42.317067809167206;0.20735212961582275;0.3488636531744786;0.014430417652069257;0.0031402344451248133;1.129943376878912
321.287;201.13568596084184;38.87585594984705;43.92005124220936;162.2598300109948;0.0;1.396133606971622;0.007451036196707516;3.1059224748149505;37.6650348436197;0.19813374176958645;0.36656539968511137;0.014587214819659567;0.0031709857744482415;1.1630519385575628
322.896;204.33284416651685;41.90711762472339;40.22361773269638;162.42572654179347;0.0;1.62820171803064;0.007517276809551825;3.1569579945149777;33.640306676062934;0.18952528900169224;0.38561620128503066;0.014746381715267003;0.0032021519927955522;1.1975440432834867
324.508;199.2950479659961;36.70311557731171;37.12744319679092;162.5919323886844;0.0;1.923840725298701;0.0075845306715483325;3.2093341916061187;30.147261876075326;0.18144982260631326;0.4062214545468391;0.014908471780411622;0.0032338393505766685;1.2336082848550978
326.117;196.0854115324651;33.327582612982006;34.59187064836665;162.75782891948307;0.0;2.306952878465224;0.007652563399349831;3.2628959014701566;27.12247420695756;0.17389198946127182;0.42846848151835837;0.015072939562887088;0.0032659390850056673;1.2711957484468397
327.727;193.79035673721606;30.866528181570203;32.58111272426047;162.92382855564585;0.0;2.817050202475493;0.0077215587418830375;3.3178152442972944;24.49011146780068;0.16679124035760381;0.4525961305440398;0.015240248415039015;0.00329853952904867;1.3104880920993855
329.334;191.49387490175224;28.404356026035853;31.10376173893392;163.08951887571638;0.0;3.5149268198442423;0.0077913601823764;3.373996150010984;22.197943054611926;0.1601277128403379;0.47875333635379;0.015410038483425382;0.0033315684057186818;1.3514816982011166
330.943;196.8291846890943;33.57376928257922;30.21146276156588;163.25541540651508;0.0;4.508471169595865;0.007862201035318294;3.4316567349622287;20.18900798059254;0.15384716752729913;0.507263017332289;0.01558289813095181;0.003365137888564725;1.394406454500823
332.553;196.3646987658953;32.943283723217476;30.05666605812799;163.42141504267784;0.0;5.989693784691973;0.007934057361013543;3.4908115554469066;18.423397325714742;0.14792460568974927;0.5383942764236287;0.015758792476688346;0.0033992386415983263;1.4393524216816924
334.16;195.5943457003702;32.00724033762183;30.978117373745757;163.5871053627484;0.0;8.328556198451611;0.008006766603446618;3.5513591280947456;16.869766307574373;0.14234694763109682;0.5723875889127603;0.015937345283516754;0.0034337953537220984;1.4863232958404808
335.768;199.71141939919536;35.95852061101238;33.76038746658786;163.752898788183;0.0;12.342713801937816;0.008080526085902342;3.613497504795516;15.494177128377876;0.13707506584660542;0.6096958597248708;0.01611906350729047;0.003468903695236064;1.535559612616743
337.375;202.91332222083122;38.99473311257769;40.407100989565784;163.9185891082535;0.0;20.05861144324922;0.008155262649274513;3.677201530858702;14.273387653193438;0.13209314771855651;0.6507069318556792;0.01630379108692024;0.0035045308829958917;1.5871366980709913
338.982;225.98043273765393;61.89615330932985;57.09213331872804;164.08427942832407;0.0;37.67127975269502;0.008231040853012236;3.7425636086651735;13.18546813657454;0.12737744601502085;0.695950061516747;0.016491712009545387;0.0035407097437601047;1.6412308506552222
340.59;291.8487618579569;127.59868900419822;108.81422917151777;164.25007285375867;0.0;90.19689281097077;0.00830792829383717;3.809682516188087;12.212090121908702;0.12290665440373966;0.7460533118588654;0.016683020299076087;0.003577474767559629;1.698035332827154
342.195;462.2983027061118;297.88274574301073;303.47724224124187;164.41555696310107;0.0;285.55163614370514;0.00838575159675403;3.8784468320176986;11.340450884046877;0.11867445607490991;0.8015839594659564;0.016877310007186924;0.0036147451744675445;1.7575721591528815
343.801;453.62813716908715;289.04699299127964;283.48286341708837;164.58114417780752;0.0;266.15081826844806;0.008464723028135048;3.949085812909902;10.55544646661302;0.11465433009375502;0.8635009430972473;0.017075137358829966;0.0036526248086657218;1.820165110730861
345.408;255.64128954287543;90.89445504499734;101.0920931461818;164.74683449787807;0.0;84.26488937483765;0.00854486547679533;4.021666720776548;9.84637024587177;0.11083240740729286;0.9328076543664443;0.017276589381162596;0.0036911271260570717;1.8860141609380792
347.014;201.3487123682928;36.43629065570829;52.34650759018854;164.91242171258452;0.0;35.942633961331175;0.008626100521369352;4.096165746963072;9.204817482502602;0.10720034255827007;1.0106061399019128;0.017481498354650515;0.0037302168912526565;1.9552461011642261
348.619;193.54012767259437;28.46222185066747;35.43290521923019;165.0779058219269;0.0;19.377242640748012;0.008708447826123213;4.1726484903550825;8.622709649100374;0.103745751551649;1.0983118005243104;0.017689942938643486;0.0037699059639941294;2.028078590222009
350.223;182.6683998695844;17.425113043679175;27.795834865659568;165.24328682590522;0.0;12.018199173348549;0.008791927497064183;4.25118326731147;8.093105402324177;0.10045724345282654;1.1976403947189997;0.017902004032029052;0.0038102065032624105;2.104745246471194
351.828;184.64766266324966;19.238891728002066;23.718464484534355;165.4087709352476;0.0;8.152474124970142;0.008876666448680508;4.33194326399284;7.609444122604648;0.0973205094906557;1.3108362995218656;0.018118036477406896;0.00385118244729687;2.1856002785808215
353.432;182.64771226170194;17.07356032247604;21.303864130302983;165.5741519392259;0.0;5.885025834170854;0.008962582445389267;4.414906320575515;7.167221689832913;0.09433003853143912;1.4403662370209716;0.01833786416776996;0.003892796782087606;2.2708207667760467
355.035;185.54602204250756;19.806592204667414;19.780177632740365;165.73942983784013;0.0;4.444949825540918;0.009049697078937307;4.5001500202333755;6.76192956584927;0.09147686303576268;1.5894283006745804;0.01856157554771288;0.003935062673116371;2.3606967221066917
356.641;182.93303605968364;17.028019007137072;18.78823594431596;165.90501705254658;0.0;3.472595368604388;0.00913825461432756;4.587977078125955;6.388751429454103;0.08874604312968289;1.762477121993224;0.018789835377885034;0.003978101696339297;2.4557827113200568
358.242;183.68792181335874;17.617833072926075;18.150973177698027;166.07008874043268;0.0;2.788791467538729;0.009227836563199329;4.678034524938668;6.046112290304134;0.08614349254351551;1.9636806562803781;0.01902160052595589;0.004021713346393663;2.5559395956570525
359.846;185.97547011438405;19.74000036997306;17.766503410379386;166.23546974441098;0.0;2.2875954182827045;0.009318913808013321;4.770860838843444;5.729282799094047;0.08364905809110657;2.200444441592878;0.019258126113571656;0.00406612984410596;2.6620276847095155
361.449;182.44125515703095;16.040507514005753;17.582118692288955;166.4007476430252;0.0;1.910315704785773;0.009411288015737066;4.866326689930964;5.436498767534163;0.08126274351833594;2.4805034256316056;0.01949893852585471;0.004111257824318285;2.7741898765222035
363.051;186.26144456067772;19.69552212440236;17.568865071661868;166.56592243627537;0.0;1.6192654305959857;0.00950498358984327;4.964528620418141;5.165421265030359;0.07897837762242377;2.814425585982389;0.01974414088182907;0.004157112381032136;2.892839555159866
364.652;181.80608348292884;15.07508935876739;17.714541241803673;166.73099412416144;0.0;1.3900540374256896;0.009600025507213157;5.065567411265507;4.913984621362331;0.07679022333266738;3.215928845477257;0.019993839406097228;0.004203709008667538;3.0184185290182466
366.256;181.94821292243023;15.05183779429049;18.020420098340285;166.89637512813974;0.0;1.2059230904647489;0.009696682185923022;5.169812106558295;4.679796304710402;0.07468780641845939;3.7042636997126035;0.020248785367939507;0.004251183002178138;3.151740439919732
367.855;183.93012119880086;16.86888059350317;18.496153915099494;167.06124060529768;0.0;1.056487347106931;0.009794497779388046;5.276852930446749;4.462397207956653;0.07267662929308656;4.300494800880835;0.020507820245882255;0.004299313954125807;3.292643367435843
369.457;184.68607187145483;17.459656472907014;19.16609899424262;167.22641539854783;0.0;0.9329694351744406;0.0098939886255159;5.387340895048094;4.259246893939774;0.07074196801005254;5.0384167503075465;0.0207723569364023;0.004348359542106692;3.442368346658687
371.059;187.5899947742311;20.19840458243308;20.06337777217662;167.391590191798;0.0;0.8298973198528801;0.009995003070973379;5.501205270987419;4.069495545320111;0.06888346075271926;5.957216836776989;0.021042044378739216;0.004398249156385044;3.6012440418804013
372.658;190.187657708743;22.631202039787066;21.231416597508613;167.55645566895592;0.0;0.7431478412663158;0.010097378833672233;5.618355990281016;3.8923257011407766;0.06710044656538375;7.1050600293939254;0.021316497184025385;0.004448906411569761;3.769563806431931
374.26;192.17276074205031;24.451130279844243;22.730689119085053;167.72163046220606;0.0;0.6691868031582817;0.010201532086507122;5.739371802731769;3.7260520860722948;0.06538255098341385;8.545787866603385;0.02159688396218091;0.004500541401731486;3.9486090520854873
375.859;194.4653943355436;26.578898396179593;24.612994756546243;167.886495939364;0.0;0.6058466644255859;0.010307105513278073;5.863944864396007;3.5703821261669266;0.06373276458016253;10.333958880717672;0.021882297572253653;0.004552981279919287;4.138387071894438
377.459;193.0743855476232;25.02292102573719;26.9160487286409;168.051464521886;0.0;0.5510557781953355;0.010414393813100936;5.992532071155995;3.424082157645077;0.062143608399221804;12.508985041888133;0.022173589362912374;0.0046063766856015;4.3400557114955225
379.059;199.3603740701049;31.143940965696927;29.593194390636363;168.216433104408;0.0;0.5033718926020462;0.010523365983531704;6.125216407819418;3.286507797451027;0.060613101934953825;15.025606512593916;0.02247073533744338;0.004660716882400986;4.554223860031625
380.656;195.51218688926141;27.131094518423634;32.4223282554024;168.3810923708378;0.0;0.4616907924171674;0.010633848268085022;6.26190439347713;3.157220981259844;0.05914111142277033;17.66305965900655;0.022773319244303373;0.0047159196705201245;4.781188230636028
382.256;211.32479365219845;42.77873269883866;34.945435072223695;168.54606095335978;0.0;0.42491367453886614;0.01074629205353987;6.403284804147029;3.035126280913309;0.057719432923801835;19.96325278112622;0.023082640899396392;0.004772215502548457;5.0225369501189805
383.854;205.3263601397368;36.61553681458319;36.50877979494317;168.71082332515363;0.0;0.39239900293580904;0.01086038481052008;6.549103504178431;2.920059419532918;0.05635004694604905;21.273531186031136;0.023397907786848852;0.004829453094000225;5.278248889627464
385.451;205.7798133952418;36.90433080365839;36.63853264135925;168.87548259158342;0.0;0.36349444116446417;0.010976231045445293;6.699630953101482;2.811427055331635;0.05502959291253738;21.1202395669007;0.023719473214320948;0.004887689803738017;5.549127637884925
387.049;198.24091296609686;29.2006680027196;35.394875665528595;169.04024496337726;0.0;0.3376536405756246;0.011094015016147799;6.855257356921114;2.708635738746205;0.05375419172619563;19.563347648211213;0.024047919788906996;0.00494702369942049;5.836138130843769
